"ID","ObservationTime","ObservationDate","ScreenTemperature","SiteName"
"4409870","4","2015-05-10T00:00:00","10.50","CASTLEDERG (3904)"
"4410008","5","2015-05-10T00:00:00","11.30","CASTLEDERG (3904)"
"4410145","6","2015-05-10T00:00:00","11.90","CASTLEDERG (3904)"
"4410284","7","2015-05-10T00:00:00","12.10","CASTLEDERG (3904)"
"4410422","8","2015-05-10T00:00:00","13.10","CASTLEDERG (3904)"
"4410560","9","2015-05-10T00:00:00","14.10","CASTLEDERG (3904)"
"4410699","10","2015-05-10T00:00:00","14.40","CASTLEDERG (3904)"
"4410838","11","2015-05-10T00:00:00","14.20","CASTLEDERG (3904)"
"4410975","12","2015-05-10T00:00:00","13.90","CASTLEDERG (3904)"
"4411114","13","2015-05-10T00:00:00","13.50","CASTLEDERG (3904)"
"4411251","14","2015-05-10T00:00:00","12.60","CASTLEDERG (3904)"
"4411390","15","2015-05-10T00:00:00","12.50","CASTLEDERG (3904)"
"4411529","16","2015-05-10T00:00:00","13.30","CASTLEDERG (3904)"
"4411667","17","2015-05-10T00:00:00","12.90","CASTLEDERG (3904)"
"4411805","18","2015-05-10T00:00:00","13.30","CASTLEDERG (3904)"
"4411944","19","2015-05-10T00:00:00","13.30","CASTLEDERG (3904)"
"4412083","20","2015-05-10T00:00:00","12.70","CASTLEDERG (3904)"
"4412222","21","2015-05-10T00:00:00","12.60","CASTLEDERG (3904)"
"4412361","22","2015-05-10T00:00:00","11.90","CASTLEDERG (3904)"
"4412500","23","2015-05-10T00:00:00","11.50","CASTLEDERG (3904)"
"4412638","0","2015-05-11T00:00:00","11.60","CASTLEDERG (3904)"
"4412777","1","2015-05-11T00:00:00","11.20","CASTLEDERG (3904)"
"4412916","2","2015-05-11T00:00:00","10.90","CASTLEDERG (3904)"
"4413054","3","2015-05-11T00:00:00","10.70","CASTLEDERG (3904)"
"4413192","4","2015-05-11T00:00:00","10.80","CASTLEDERG (3904)"
"4413330","5","2015-05-11T00:00:00","10.40","CASTLEDERG (3904)"
"4413469","6","2015-05-11T00:00:00","10.80","CASTLEDERG (3904)"
"4413608","7","2015-05-11T00:00:00","10.90","CASTLEDERG (3904)"
"4413747","8","2015-05-11T00:00:00","11.80","CASTLEDERG (3904)"
"4413886","9","2015-05-11T00:00:00","12.20","CASTLEDERG (3904)"
"4414025","10","2015-05-11T00:00:00","13.30","CASTLEDERG (3904)"
"4414164","11","2015-05-11T00:00:00","12.40","CASTLEDERG (3904)"
"4414303","12","2015-05-11T00:00:00","14.60","CASTLEDERG (3904)"
"4414440","13","2015-05-11T00:00:00","14.40","CASTLEDERG (3904)"
"4414579","14","2015-05-11T00:00:00","14.70","CASTLEDERG (3904)"
"4414717","15","2015-05-11T00:00:00","15.10","CASTLEDERG (3904)"
"4414856","16","2015-05-11T00:00:00","14.00","CASTLEDERG (3904)"
"4414993","17","2015-05-11T00:00:00","12.90","CASTLEDERG (3904)"
"4415129","18","2015-05-11T00:00:00","11.20","CASTLEDERG (3904)"
"4415267","19","2015-05-11T00:00:00","8.90","CASTLEDERG (3904)"
"4415404","20","2015-05-11T00:00:00","8.50","CASTLEDERG (3904)"
"4415541","21","2015-05-11T00:00:00","8.30","CASTLEDERG (3904)"
"4415678","22","2015-05-11T00:00:00","8.40","CASTLEDERG (3904)"
"4415817","23","2015-05-11T00:00:00","8.30","CASTLEDERG (3904)"
"4415956","0","2015-05-12T00:00:00","8.00","CASTLEDERG (3904)"
"4416092","1","2015-05-12T00:00:00","8.00","CASTLEDERG (3904)"
"4416230","2","2015-05-12T00:00:00","8.20","CASTLEDERG (3904)"
"4416369","3","2015-05-12T00:00:00","7.00","CASTLEDERG (3904)"
"4416508","4","2015-05-12T00:00:00","6.90","CASTLEDERG (3904)"
"4416645","5","2015-05-12T00:00:00","7.10","CASTLEDERG (3904)"
"4416783","6","2015-05-12T00:00:00","7.00","CASTLEDERG (3904)"
"4416922","7","2015-05-12T00:00:00","7.50","CASTLEDERG (3904)"
"4417061","8","2015-05-12T00:00:00","8.80","CASTLEDERG (3904)"
"4417200","9","2015-05-12T00:00:00","8.40","CASTLEDERG (3904)"
"4417339","10","2015-05-12T00:00:00","9.20","CASTLEDERG (3904)"
"4417477","11","2015-05-12T00:00:00","11.30","CASTLEDERG (3904)"
"4417616","12","2015-05-12T00:00:00","12.20","CASTLEDERG (3904)"
"4417754","13","2015-05-12T00:00:00","12.10","CASTLEDERG (3904)"
"4417892","14","2015-05-12T00:00:00","11.80","CASTLEDERG (3904)"
"4418029","15","2015-05-12T00:00:00","11.50","CASTLEDERG (3904)"
"4418166","16","2015-05-12T00:00:00","11.00","CASTLEDERG (3904)"
"4418303","17","2015-05-12T00:00:00","12.20","CASTLEDERG (3904)"
"4418441","18","2015-05-12T00:00:00","10.60","CASTLEDERG (3904)"
"4418578","19","2015-05-12T00:00:00","10.10","CASTLEDERG (3904)"
"4418715","20","2015-05-12T00:00:00","8.90","CASTLEDERG (3904)"
"4418853","21","2015-05-12T00:00:00","7.90","CASTLEDERG (3904)"
"4418989","22","2015-05-12T00:00:00","5.50","CASTLEDERG (3904)"
"4419125","23","2015-05-12T00:00:00","5.40","CASTLEDERG (3904)"
"4419261","0","2015-05-13T00:00:00","4.30","CASTLEDERG (3904)"
"4419394","1","2015-05-13T00:00:00","2.50","CASTLEDERG (3904)"
"4419526","2","2015-05-13T00:00:00","3.20","CASTLEDERG (3904)"
"4419657","3","2015-05-13T00:00:00","1.90","CASTLEDERG (3904)"
"4419790","4","2015-05-13T00:00:00","0.20","CASTLEDERG (3904)"
"4419925","5","2015-05-13T00:00:00","-0.30","CASTLEDERG (3904)"
"4420059","6","2015-05-13T00:00:00","0.00","CASTLEDERG (3904)"
"4420190","7","2015-05-13T00:00:00","3.00","CASTLEDERG (3904)"
"4420321","8","2015-05-13T00:00:00","6.00","CASTLEDERG (3904)"
"4420454","9","2015-05-13T00:00:00","9.90","CASTLEDERG (3904)"
"4420591","10","2015-05-13T00:00:00","11.60","CASTLEDERG (3904)"
"4420728","11","2015-05-13T00:00:00","13.00","CASTLEDERG (3904)"
"4420867","12","2015-05-13T00:00:00","13.20","CASTLEDERG (3904)"
"4421007","13","2015-05-13T00:00:00","13.40","CASTLEDERG (3904)"
"4421147","14","2015-05-13T00:00:00","14.70","CASTLEDERG (3904)"
"4421287","15","2015-05-13T00:00:00","15.10","CASTLEDERG (3904)"
"4421427","16","2015-05-13T00:00:00","15.10","CASTLEDERG (3904)"
"4421567","17","2015-05-13T00:00:00","14.20","CASTLEDERG (3904)"
"4421705","18","2015-05-13T00:00:00","13.70","CASTLEDERG (3904)"
"4421845","19","2015-05-13T00:00:00","12.40","CASTLEDERG (3904)"
"4421984","20","2015-05-13T00:00:00","10.00","CASTLEDERG (3904)"
"4422123","21","2015-05-13T00:00:00","7.90","CASTLEDERG (3904)"
"4422263","22","2015-05-13T00:00:00","5.20","CASTLEDERG (3904)"
"4422402","23","2015-05-13T00:00:00","5.00","CASTLEDERG (3904)"
"4422541","0","2015-05-14T00:00:00","4.40","CASTLEDERG (3904)"
"4422680","1","2015-05-14T00:00:00","4.00","CASTLEDERG (3904)"
"4422820","2","2015-05-14T00:00:00","3.10","CASTLEDERG (3904)"
"4422960","3","2015-05-14T00:00:00","4.80","CASTLEDERG (3904)"
"4423100","4","2015-05-14T00:00:00","6.10","CASTLEDERG (3904)"
"4423236","5","2015-05-14T00:00:00","7.50","CASTLEDERG (3904)"
"4423374","6","2015-05-14T00:00:00","8.70","CASTLEDERG (3904)"
"4423513","7","2015-05-14T00:00:00","9.80","CASTLEDERG (3904)"
"4423651","8","2015-05-14T00:00:00","10.50","CASTLEDERG (3904)"
"4423790","9","2015-05-14T00:00:00","11.00","CASTLEDERG (3904)"
"4423927","10","2015-05-14T00:00:00","12.10","CASTLEDERG (3904)"
"4424064","11","2015-05-14T00:00:00","12.80","CASTLEDERG (3904)"
"4424203","12","2015-05-14T00:00:00","12.40","CASTLEDERG (3904)"
"4424342","13","2015-05-14T00:00:00","13.80","CASTLEDERG (3904)"
"4424481","14","2015-05-14T00:00:00","14.70","CASTLEDERG (3904)"
"4424619","15","2015-05-14T00:00:00","12.50","CASTLEDERG (3904)"
"4424757","16","2015-05-14T00:00:00","12.70","CASTLEDERG (3904)"
"4424897","17","2015-05-14T00:00:00","12.90","CASTLEDERG (3904)"
"4425036","18","2015-05-14T00:00:00","12.20","CASTLEDERG (3904)"
"4425174","19","2015-05-14T00:00:00","11.60","CASTLEDERG (3904)"
"4425312","20","2015-05-14T00:00:00","10.80","CASTLEDERG (3904)"
"4425450","21","2015-05-14T00:00:00","10.00","CASTLEDERG (3904)"
"4425588","22","2015-05-14T00:00:00","9.80","CASTLEDERG (3904)"
"4425726","23","2015-05-14T00:00:00","7.80","CASTLEDERG (3904)"
"4425865","0","2015-05-15T00:00:00","6.80","CASTLEDERG (3904)"
"4426005","1","2015-05-15T00:00:00","5.30","CASTLEDERG (3904)"
"4426144","2","2015-05-15T00:00:00","5.20","CASTLEDERG (3904)"
"4426284","3","2015-05-15T00:00:00","3.20","CASTLEDERG (3904)"
"4426424","4","2015-05-15T00:00:00","3.50","CASTLEDERG (3904)"
"4426563","5","2015-05-15T00:00:00","5.70","CASTLEDERG (3904)"
"4426702","6","2015-05-15T00:00:00","6.60","CASTLEDERG (3904)"
"4426841","7","2015-05-15T00:00:00","7.20","CASTLEDERG (3904)"
"4426981","8","2015-05-15T00:00:00","9.10","CASTLEDERG (3904)"
"4427120","9","2015-05-15T00:00:00","10.10","CASTLEDERG (3904)"
"4427260","10","2015-05-15T00:00:00","11.70","CASTLEDERG (3904)"
"4427399","11","2015-05-15T00:00:00","12.10","CASTLEDERG (3904)"
"4427538","12","2015-05-15T00:00:00","12.00","CASTLEDERG (3904)"
"4427678","13","2015-05-15T00:00:00","11.60","CASTLEDERG (3904)"
"4427818","14","2015-05-15T00:00:00","12.90","CASTLEDERG (3904)"
"4427956","15","2015-05-15T00:00:00","12.50","CASTLEDERG (3904)"
"4428095","16","2015-05-15T00:00:00","13.20","CASTLEDERG (3904)"
"4428234","17","2015-05-15T00:00:00","12.80","CASTLEDERG (3904)"
"4428373","18","2015-05-15T00:00:00","11.80","CASTLEDERG (3904)"
"4428513","19","2015-05-15T00:00:00","11.60","CASTLEDERG (3904)"
"4428652","20","2015-05-15T00:00:00","10.80","CASTLEDERG (3904)"
"4428791","21","2015-05-15T00:00:00","9.20","CASTLEDERG (3904)"
"4428930","22","2015-05-15T00:00:00","8.50","CASTLEDERG (3904)"
"4429070","23","2015-05-15T00:00:00","7.80","CASTLEDERG (3904)"
"4429208","0","2015-05-16T00:00:00","7.70","CASTLEDERG (3904)"
"4429348","1","2015-05-16T00:00:00","6.80","CASTLEDERG (3904)"
"4429485","2","2015-05-16T00:00:00","5.90","CASTLEDERG (3904)"
"4429625","3","2015-05-16T00:00:00","6.50","CASTLEDERG (3904)"
"4429763","4","2015-05-16T00:00:00","6.20","CASTLEDERG (3904)"
"4429901","5","2015-05-16T00:00:00","5.50","CASTLEDERG (3904)"
"4430041","6","2015-05-16T00:00:00","7.00","CASTLEDERG (3904)"
"4430180","7","2015-05-16T00:00:00","7.20","CASTLEDERG (3904)"
"4430320","8","2015-05-16T00:00:00","8.60","CASTLEDERG (3904)"
"4430460","9","2015-05-16T00:00:00","9.30","CASTLEDERG (3904)"
"4430600","10","2015-05-16T00:00:00","9.80","CASTLEDERG (3904)"
"4430740","11","2015-05-16T00:00:00","9.50","CASTLEDERG (3904)"
"4430878","12","2015-05-16T00:00:00","9.80","CASTLEDERG (3904)"
"4431018","13","2015-05-16T00:00:00","11.00","CASTLEDERG (3904)"
"4431157","14","2015-05-16T00:00:00","11.00","CASTLEDERG (3904)"
"4431296","15","2015-05-16T00:00:00","11.50","CASTLEDERG (3904)"
"4431436","16","2015-05-16T00:00:00","11.40","CASTLEDERG (3904)"
"4431576","17","2015-05-16T00:00:00","11.10","CASTLEDERG (3904)"
"4431716","18","2015-05-16T00:00:00","10.50","CASTLEDERG (3904)"
"4431856","19","2015-05-16T00:00:00","9.50","CASTLEDERG (3904)"
"4431994","20","2015-05-16T00:00:00","8.90","CASTLEDERG (3904)"
"4432132","21","2015-05-16T00:00:00","7.90","CASTLEDERG (3904)"
"4432272","22","2015-05-16T00:00:00","7.70","CASTLEDERG (3904)"
"4432411","23","2015-05-16T00:00:00","7.80","CASTLEDERG (3904)"
"4432551","0","2015-05-17T00:00:00","7.80","CASTLEDERG (3904)"
"4432690","1","2015-05-17T00:00:00","8.20","CASTLEDERG (3904)"
"4432829","2","2015-05-17T00:00:00","8.30","CASTLEDERG (3904)"
"4432967","3","2015-05-17T00:00:00","8.30","CASTLEDERG (3904)"
"4433106","4","2015-05-17T00:00:00","8.60","CASTLEDERG (3904)"
"4433246","5","2015-05-17T00:00:00","8.30","CASTLEDERG (3904)"
"4433386","6","2015-05-17T00:00:00","9.00","CASTLEDERG (3904)"
"4433526","7","2015-05-17T00:00:00","9.10","CASTLEDERG (3904)"
"4433664","8","2015-05-17T00:00:00","8.50","CASTLEDERG (3904)"
"4433804","9","2015-05-17T00:00:00","9.20","CASTLEDERG (3904)"
"4433943","10","2015-05-17T00:00:00","9.40","CASTLEDERG (3904)"
"4434081","11","2015-05-17T00:00:00","10.90","CASTLEDERG (3904)"
"4434219","12","2015-05-17T00:00:00","10.10","CASTLEDERG (3904)"
"4434356","13","2015-05-17T00:00:00","10.90","CASTLEDERG (3904)"
"4434494","14","2015-05-17T00:00:00","11.30","CASTLEDERG (3904)"
"4434633","15","2015-05-17T00:00:00","10.00","CASTLEDERG (3904)"
"4434772","16","2015-05-17T00:00:00","10.90","CASTLEDERG (3904)"
"4434911","17","2015-05-17T00:00:00","10.30","CASTLEDERG (3904)"
"4435050","18","2015-05-17T00:00:00","9.80","CASTLEDERG (3904)"
"4435189","19","2015-05-17T00:00:00","9.20","CASTLEDERG (3904)"
"4435329","20","2015-05-17T00:00:00","9.10","CASTLEDERG (3904)"
"4435469","21","2015-05-17T00:00:00","8.30","CASTLEDERG (3904)"
"4435607","22","2015-05-17T00:00:00","7.90","CASTLEDERG (3904)"
"4435746","23","2015-05-17T00:00:00","7.90","CASTLEDERG (3904)"
"4435883","0","2015-05-18T00:00:00","7.40","CASTLEDERG (3904)"
"4436023","1","2015-05-18T00:00:00","7.80","CASTLEDERG (3904)"
"4436163","2","2015-05-18T00:00:00","7.80","CASTLEDERG (3904)"
"4436303","3","2015-05-18T00:00:00","7.20","CASTLEDERG (3904)"
"4436443","4","2015-05-18T00:00:00","6.30","CASTLEDERG (3904)"
"4436583","5","2015-05-18T00:00:00","5.40","CASTLEDERG (3904)"
"4436723","6","2015-05-18T00:00:00","5.40","CASTLEDERG (3904)"
"4436863","7","2015-05-18T00:00:00","6.80","CASTLEDERG (3904)"
"4437003","8","2015-05-18T00:00:00","6.50","CASTLEDERG (3904)"
"4437143","9","2015-05-18T00:00:00","7.10","CASTLEDERG (3904)"
"4437282","10","2015-05-18T00:00:00","8.30","CASTLEDERG (3904)"
"4437422","11","2015-05-18T00:00:00","7.30","CASTLEDERG (3904)"
"4437560","12","2015-05-18T00:00:00","10.40","CASTLEDERG (3904)"
"4437699","13","2015-05-18T00:00:00","8.90","CASTLEDERG (3904)"
"4437839","14","2015-05-18T00:00:00","10.10","CASTLEDERG (3904)"
"4437978","15","2015-05-18T00:00:00","8.20","CASTLEDERG (3904)"
"4438117","16","2015-05-18T00:00:00","7.70","CASTLEDERG (3904)"
"4438257","17","2015-05-18T00:00:00","8.80","CASTLEDERG (3904)"
"4438397","18","2015-05-18T00:00:00","8.90","CASTLEDERG (3904)"
"4438535","19","2015-05-18T00:00:00","8.20","CASTLEDERG (3904)"
"4438674","20","2015-05-18T00:00:00","7.40","CASTLEDERG (3904)"
"4438813","21","2015-05-18T00:00:00","6.70","CASTLEDERG (3904)"
"4438950","22","2015-05-18T00:00:00","6.40","CASTLEDERG (3904)"
"4439089","23","2015-05-18T00:00:00","5.50","CASTLEDERG (3904)"
"4439228","0","2015-05-19T00:00:00","5.80","CASTLEDERG (3904)"
"4439366","1","2015-05-19T00:00:00","5.40","CASTLEDERG (3904)"
"4439505","2","2015-05-19T00:00:00","5.60","CASTLEDERG (3904)"
"4439644","3","2015-05-19T00:00:00","4.80","CASTLEDERG (3904)"
"4439783","4","2015-05-19T00:00:00","6.00","CASTLEDERG (3904)"
"4439922","5","2015-05-19T00:00:00","6.00","CASTLEDERG (3904)"
"4440060","6","2015-05-19T00:00:00","5.80","CASTLEDERG (3904)"
"4440197","7","2015-05-19T00:00:00","7.10","CASTLEDERG (3904)"
"4440335","8","2015-05-19T00:00:00","7.30","CASTLEDERG (3904)"
"4440474","9","2015-05-19T00:00:00","8.20","CASTLEDERG (3904)"
"4440613","10","2015-05-19T00:00:00","9.60","CASTLEDERG (3904)"
"4440753","11","2015-05-19T00:00:00","8.40","CASTLEDERG (3904)"
"4440892","12","2015-05-19T00:00:00","6.50","CASTLEDERG (3904)"
"4441030","13","2015-05-19T00:00:00","9.50","CASTLEDERG (3904)"
"4441169","14","2015-05-19T00:00:00","10.80","CASTLEDERG (3904)"
"4441308","15","2015-05-19T00:00:00","9.60","CASTLEDERG (3904)"
"4441446","16","2015-05-19T00:00:00","11.10","CASTLEDERG (3904)"
"4441585","17","2015-05-19T00:00:00","8.90","CASTLEDERG (3904)"
"4441725","18","2015-05-19T00:00:00","10.80","CASTLEDERG (3904)"
"4441863","19","2015-05-19T00:00:00","9.10","CASTLEDERG (3904)"
"4442002","20","2015-05-19T00:00:00","7.60","CASTLEDERG (3904)"
"4442139","21","2015-05-19T00:00:00","7.30","CASTLEDERG (3904)"
"4442277","22","2015-05-19T00:00:00","7.30","CASTLEDERG (3904)"
"4442413","23","2015-05-19T00:00:00","7.60","CASTLEDERG (3904)"
"4442550","0","2015-05-20T00:00:00","5.30","CASTLEDERG (3904)"
"4442688","1","2015-05-20T00:00:00","4.10","CASTLEDERG (3904)"
"4442823","2","2015-05-20T00:00:00","4.90","CASTLEDERG (3904)"
"4442961","3","2015-05-20T00:00:00","3.30","CASTLEDERG (3904)"
"4443097","4","2015-05-20T00:00:00","3.00","CASTLEDERG (3904)"
"4443234","5","2015-05-20T00:00:00","6.70","CASTLEDERG (3904)"
"4443371","6","2015-05-20T00:00:00","6.50","CASTLEDERG (3904)"
"4443508","7","2015-05-20T00:00:00","8.60","CASTLEDERG (3904)"
"4443645","8","2015-05-20T00:00:00","9.50","CASTLEDERG (3904)"
"4443783","9","2015-05-20T00:00:00","10.40","CASTLEDERG (3904)"
"4443920","10","2015-05-20T00:00:00","11.50","CASTLEDERG (3904)"
"4444059","11","2015-05-20T00:00:00","11.60","CASTLEDERG (3904)"
"4444198","12","2015-05-20T00:00:00","10.40","CASTLEDERG (3904)"
"4444335","13","2015-05-20T00:00:00","11.00","CASTLEDERG (3904)"
"4444470","14","2015-05-20T00:00:00","12.40","CASTLEDERG (3904)"
"4444607","15","2015-05-20T00:00:00","12.50","CASTLEDERG (3904)"
"4444745","16","2015-05-20T00:00:00","11.10","CASTLEDERG (3904)"
"4444883","17","2015-05-20T00:00:00","10.90","CASTLEDERG (3904)"
"4445023","18","2015-05-20T00:00:00","11.90","CASTLEDERG (3904)"
"4445163","19","2015-05-20T00:00:00","10.70","CASTLEDERG (3904)"
"4445302","20","2015-05-20T00:00:00","9.10","CASTLEDERG (3904)"
"4445440","21","2015-05-20T00:00:00","7.10","CASTLEDERG (3904)"
"4445579","22","2015-05-20T00:00:00","5.90","CASTLEDERG (3904)"
"4445718","23","2015-05-20T00:00:00","6.20","CASTLEDERG (3904)"
"4445855","0","2015-05-21T00:00:00","8.10","CASTLEDERG (3904)"
"4445991","1","2015-05-21T00:00:00","7.80","CASTLEDERG (3904)"
"4446129","2","2015-05-21T00:00:00","8.40","CASTLEDERG (3904)"
"4446268","3","2015-05-21T00:00:00","8.70","CASTLEDERG (3904)"
"4446405","4","2015-05-21T00:00:00","8.50","CASTLEDERG (3904)"
"4446543","5","2015-05-21T00:00:00","8.70","CASTLEDERG (3904)"
"4446682","6","2015-05-21T00:00:00","9.00","CASTLEDERG (3904)"
"4446819","7","2015-05-21T00:00:00","9.70","CASTLEDERG (3904)"
"4446958","8","2015-05-21T00:00:00","10.20","CASTLEDERG (3904)"
"4447097","9","2015-05-21T00:00:00","11.30","CASTLEDERG (3904)"
"4447236","10","2015-05-21T00:00:00","11.10","CASTLEDERG (3904)"
"4447373","11","2015-05-21T00:00:00","11.60","CASTLEDERG (3904)"
"4447510","12","2015-05-21T00:00:00","12.30","CASTLEDERG (3904)"
"4447648","13","2015-05-21T00:00:00","13.40","CASTLEDERG (3904)"
"4447786","14","2015-05-21T00:00:00","14.40","CASTLEDERG (3904)"
"4447924","15","2015-05-21T00:00:00","14.20","CASTLEDERG (3904)"
"4448062","16","2015-05-21T00:00:00","13.40","CASTLEDERG (3904)"
"4448199","17","2015-05-21T00:00:00","13.50","CASTLEDERG (3904)"
"4448337","18","2015-05-21T00:00:00","13.70","CASTLEDERG (3904)"
"4448474","19","2015-05-21T00:00:00","13.10","CASTLEDERG (3904)"
"4448611","20","2015-05-21T00:00:00","12.70","CASTLEDERG (3904)"
"4448749","21","2015-05-21T00:00:00","12.30","CASTLEDERG (3904)"
"4448886","22","2015-05-21T00:00:00","11.90","CASTLEDERG (3904)"
"4449023","23","2015-05-21T00:00:00","11.70","CASTLEDERG (3904)"
"4449159","0","2015-05-22T00:00:00","11.80","CASTLEDERG (3904)"
"4449295","1","2015-05-22T00:00:00","11.50","CASTLEDERG (3904)"
"4449433","2","2015-05-22T00:00:00","11.30","CASTLEDERG (3904)"
"4449568","3","2015-05-22T00:00:00","11.10","CASTLEDERG (3904)"
"4449705","4","2015-05-22T00:00:00","10.80","CASTLEDERG (3904)"
"4449841","5","2015-05-22T00:00:00","10.90","CASTLEDERG (3904)"
"4449978","6","2015-05-22T00:00:00","11.40","CASTLEDERG (3904)"
"4450115","7","2015-05-22T00:00:00","11.70","CASTLEDERG (3904)"
"4450253","8","2015-05-22T00:00:00","11.60","CASTLEDERG (3904)"
"4450390","9","2015-05-22T00:00:00","12.30","CASTLEDERG (3904)"
"4450528","10","2015-05-22T00:00:00","13.70","CASTLEDERG (3904)"
"4450665","11","2015-05-22T00:00:00","13.80","CASTLEDERG (3904)"
"4450803","12","2015-05-22T00:00:00","14.70","CASTLEDERG (3904)"
"4450941","13","2015-05-22T00:00:00","14.20","CASTLEDERG (3904)"
"4451079","14","2015-05-22T00:00:00","13.80","CASTLEDERG (3904)"
"4451217","15","2015-05-22T00:00:00","14.20","CASTLEDERG (3904)"
"4451356","16","2015-05-22T00:00:00","14.30","CASTLEDERG (3904)"
"4451492","17","2015-05-22T00:00:00","14.00","CASTLEDERG (3904)"
"4451630","18","2015-05-22T00:00:00","12.80","CASTLEDERG (3904)"
"4451767","19","2015-05-22T00:00:00","12.60","CASTLEDERG (3904)"
"4451904","20","2015-05-22T00:00:00","11.30","CASTLEDERG (3904)"
"4452042","21","2015-05-22T00:00:00","9.40","CASTLEDERG (3904)"
"4452180","22","2015-05-22T00:00:00","8.90","CASTLEDERG (3904)"
"4452317","23","2015-05-22T00:00:00","8.70","CASTLEDERG (3904)"
"4452455","0","2015-05-23T00:00:00","8.80","CASTLEDERG (3904)"
"4452593","1","2015-05-23T00:00:00","8.60","CASTLEDERG (3904)"
"4452731","2","2015-05-23T00:00:00","8.50","CASTLEDERG (3904)"
"4452867","3","2015-05-23T00:00:00","8.50","CASTLEDERG (3904)"
"4453005","4","2015-05-23T00:00:00","8.30","CASTLEDERG (3904)"
"4453141","5","2015-05-23T00:00:00","8.30","CASTLEDERG (3904)"
"4453279","6","2015-05-23T00:00:00","8.70","CASTLEDERG (3904)"
"4453416","7","2015-05-23T00:00:00","9.70","CASTLEDERG (3904)"
"4453553","8","2015-05-23T00:00:00","10.80","CASTLEDERG (3904)"
"4453690","9","2015-05-23T00:00:00","12.90","CASTLEDERG (3904)"
"4453828","10","2015-05-23T00:00:00","13.70","CASTLEDERG (3904)"
"4453965","11","2015-05-23T00:00:00","15.70","CASTLEDERG (3904)"
"4454103","12","2015-05-23T00:00:00","15.80","CASTLEDERG (3904)"
"4454240","13","2015-05-23T00:00:00","16.10","CASTLEDERG (3904)"
"4454377","14","2015-05-23T00:00:00","15.20","CASTLEDERG (3904)"
"4454515","15","2015-05-23T00:00:00","14.90","CASTLEDERG (3904)"
"4454651","16","2015-05-23T00:00:00","14.80","CASTLEDERG (3904)"
"4454787","17","2015-05-23T00:00:00","14.60","CASTLEDERG (3904)"
"4454924","18","2015-05-23T00:00:00","14.50","CASTLEDERG (3904)"
"4455060","19","2015-05-23T00:00:00","13.90","CASTLEDERG (3904)"
"4455197","20","2015-05-23T00:00:00","13.30","CASTLEDERG (3904)"
"4455334","21","2015-05-23T00:00:00","13.10","CASTLEDERG (3904)"
"4455471","22","2015-05-23T00:00:00","12.70","CASTLEDERG (3904)"
"4455608","23","2015-05-23T00:00:00","11.90","CASTLEDERG (3904)"
"4455746","0","2015-05-24T00:00:00","11.50","CASTLEDERG (3904)"
"4455883","1","2015-05-24T00:00:00","11.20","CASTLEDERG (3904)"
"4456021","2","2015-05-24T00:00:00","9.70","CASTLEDERG (3904)"
"4456159","3","2015-05-24T00:00:00","8.40","CASTLEDERG (3904)"
"4456297","4","2015-05-24T00:00:00","8.20","CASTLEDERG (3904)"
"4456432","5","2015-05-24T00:00:00","8.30","CASTLEDERG (3904)"
"4456570","6","2015-05-24T00:00:00","8.40","CASTLEDERG (3904)"
"4456708","7","2015-05-24T00:00:00","8.90","CASTLEDERG (3904)"
"4456846","8","2015-05-24T00:00:00","9.60","CASTLEDERG (3904)"
"4456983","9","2015-05-24T00:00:00","11.10","CASTLEDERG (3904)"
"4457119","10","2015-05-24T00:00:00","11.20","CASTLEDERG (3904)"
"4457257","11","2015-05-24T00:00:00","11.20","CASTLEDERG (3904)"
"4457394","12","2015-05-24T00:00:00","12.10","CASTLEDERG (3904)"
"4457531","13","2015-05-24T00:00:00","11.50","CASTLEDERG (3904)"
"4457669","14","2015-05-24T00:00:00","11.80","CASTLEDERG (3904)"
"4457806","15","2015-05-24T00:00:00","12.10","CASTLEDERG (3904)"
"4457942","16","2015-05-24T00:00:00","11.90","CASTLEDERG (3904)"
"4458079","17","2015-05-24T00:00:00","11.40","CASTLEDERG (3904)"
"4458216","18","2015-05-24T00:00:00","11.30","CASTLEDERG (3904)"
"4458353","19","2015-05-24T00:00:00","10.40","CASTLEDERG (3904)"
"4458491","20","2015-05-24T00:00:00","10.00","CASTLEDERG (3904)"
"4458629","21","2015-05-24T00:00:00","9.40","CASTLEDERG (3904)"
"4458767","22","2015-05-24T00:00:00","9.30","CASTLEDERG (3904)"
"4458905","23","2015-05-24T00:00:00","9.20","CASTLEDERG (3904)"
"4459043","0","2015-05-25T00:00:00","9.20","CASTLEDERG (3904)"
"4459180","1","2015-05-25T00:00:00","9.20","CASTLEDERG (3904)"
"4459317","2","2015-05-25T00:00:00","8.70","CASTLEDERG (3904)"
"4459454","3","2015-05-25T00:00:00","8.80","CASTLEDERG (3904)"
"4459590","4","2015-05-25T00:00:00","8.90","CASTLEDERG (3904)"
"4459726","5","2015-05-25T00:00:00","9.00","CASTLEDERG (3904)"
"4459864","6","2015-05-25T00:00:00","9.60","CASTLEDERG (3904)"
"4460001","7","2015-05-25T00:00:00","10.60","CASTLEDERG (3904)"
"4460138","8","2015-05-25T00:00:00","11.20","CASTLEDERG (3904)"
"4460275","9","2015-05-25T00:00:00","12.60","CASTLEDERG (3904)"
"4460413","10","2015-05-25T00:00:00","11.90","CASTLEDERG (3904)"
