"ID","ObservationTime","ObservationDate","ScreenTemperature","SiteName"
"5096055","2","2015-12-01T00:00:00","3.20","CASTLEDERG (3904)"
"5096193","3","2015-12-01T00:00:00","3.50","CASTLEDERG (3904)"
"5096329","4","2015-12-01T00:00:00","4.10","CASTLEDERG (3904)"
"5096465","5","2015-12-01T00:00:00","4.60","CASTLEDERG (3904)"
"5096600","6","2015-12-01T00:00:00","5.20","CASTLEDERG (3904)"
"5096738","7","2015-12-01T00:00:00","6.30","CASTLEDERG (3904)"
"5096877","8","2015-12-01T00:00:00","11.00","CASTLEDERG (3904)"
"5097016","9","2015-12-01T00:00:00","12.20","CASTLEDERG (3904)"
"5097153","10","2015-12-01T00:00:00","12.20","CASTLEDERG (3904)"
"5097290","11","2015-12-01T00:00:00","12.20","CASTLEDERG (3904)"
"5097429","12","2015-12-01T00:00:00","12.60","CASTLEDERG (3904)"
"5097567","13","2015-12-01T00:00:00","12.60","CASTLEDERG (3904)"
"5097704","14","2015-12-01T00:00:00","13.10","CASTLEDERG (3904)"
"5097842","15","2015-12-01T00:00:00","12.90","CASTLEDERG (3904)"
"5097977","16","2015-12-01T00:00:00","12.90","CASTLEDERG (3904)"
"5098107","17","2015-12-01T00:00:00","12.80","CASTLEDERG (3904)"
"5098242","18","2015-12-01T00:00:00","12.80","CASTLEDERG (3904)"
"5098381","19","2015-12-01T00:00:00","12.50","CASTLEDERG (3904)"
"5098520","20","2015-12-01T00:00:00","12.50","CASTLEDERG (3904)"
"5098659","21","2015-12-01T00:00:00","12.30","CASTLEDERG (3904)"
"5098797","22","2015-12-01T00:00:00","11.70","CASTLEDERG (3904)"
"5098935","23","2015-12-01T00:00:00","12.10","CASTLEDERG (3904)"
"5099074","0","2015-12-02T00:00:00","12.10","CASTLEDERG (3904)"
"5099213","1","2015-12-02T00:00:00","11.90","CASTLEDERG (3904)"
"5099350","2","2015-12-02T00:00:00","11.90","CASTLEDERG (3904)"
"5099487","3","2015-12-02T00:00:00","11.50","CASTLEDERG (3904)"
"5099622","4","2015-12-02T00:00:00","10.80","CASTLEDERG (3904)"
"5099758","5","2015-12-02T00:00:00","11.30","CASTLEDERG (3904)"
"5099896","6","2015-12-02T00:00:00","11.60","CASTLEDERG (3904)"
"5100034","7","2015-12-02T00:00:00","11.70","CASTLEDERG (3904)"
"5100170","8","2015-12-02T00:00:00","11.00","CASTLEDERG (3904)"
"5100308","9","2015-12-02T00:00:00","9.90","CASTLEDERG (3904)"
"5100445","10","2015-12-02T00:00:00","9.00","CASTLEDERG (3904)"
"5100583","11","2015-12-02T00:00:00","8.80","CASTLEDERG (3904)"
"5100718","12","2015-12-02T00:00:00","8.90","CASTLEDERG (3904)"
"5100852","13","2015-12-02T00:00:00","8.50","CASTLEDERG (3904)"
"5100987","14","2015-12-02T00:00:00","9.80","CASTLEDERG (3904)"
"5101120","15","2015-12-02T00:00:00","9.20","CASTLEDERG (3904)"
"5101257","16","2015-12-02T00:00:00","7.30","CASTLEDERG (3904)"
"5101393","17","2015-12-02T00:00:00","6.40","CASTLEDERG (3904)"
"5101524","18","2015-12-02T00:00:00","5.50","CASTLEDERG (3904)"
"5101660","19","2015-12-02T00:00:00","5.00","CASTLEDERG (3904)"
"5101795","20","2015-12-02T00:00:00","3.20","CASTLEDERG (3904)"
"5101931","21","2015-12-02T00:00:00","2.50","CASTLEDERG (3904)"
"5102068","22","2015-12-02T00:00:00","2.50","CASTLEDERG (3904)"
"5102203","23","2015-12-02T00:00:00","3.10","CASTLEDERG (3904)"
"5102340","0","2015-12-03T00:00:00","2.90","CASTLEDERG (3904)"
"5102477","1","2015-12-03T00:00:00","2.90","CASTLEDERG (3904)"
"5102614","2","2015-12-03T00:00:00","1.70","CASTLEDERG (3904)"
"5102751","3","2015-12-03T00:00:00","1.90","CASTLEDERG (3904)"
"5102885","4","2015-12-03T00:00:00","2.70","CASTLEDERG (3904)"
"5103017","5","2015-12-03T00:00:00","1.50","CASTLEDERG (3904)"
"5103148","6","2015-12-03T00:00:00","1.20","CASTLEDERG (3904)"
"5103285","7","2015-12-03T00:00:00","1.80","CASTLEDERG (3904)"
"5103422","8","2015-12-03T00:00:00","1.70","CASTLEDERG (3904)"
"5103558","9","2015-12-03T00:00:00","2.10","CASTLEDERG (3904)"
"5103694","10","2015-12-03T00:00:00","2.80","CASTLEDERG (3904)"
"5103829","11","2015-12-03T00:00:00","4.10","CASTLEDERG (3904)"
"5103961","12","2015-12-03T00:00:00","4.20","CASTLEDERG (3904)"
"5104096","13","2015-12-03T00:00:00","4.00","CASTLEDERG (3904)"
"5104231","14","2015-12-03T00:00:00","4.20","CASTLEDERG (3904)"
"5104368","15","2015-12-03T00:00:00","4.10","CASTLEDERG (3904)"
"5104503","16","2015-12-03T00:00:00","3.90","CASTLEDERG (3904)"
"5104636","17","2015-12-03T00:00:00","3.80","CASTLEDERG (3904)"
"5104772","18","2015-12-03T00:00:00","3.00","CASTLEDERG (3904)"
"5104910","19","2015-12-03T00:00:00","2.10","CASTLEDERG (3904)"
"5105048","20","2015-12-03T00:00:00","2.30","CASTLEDERG (3904)"
"5105184","21","2015-12-03T00:00:00","0.50","CASTLEDERG (3904)"
"5105322","22","2015-12-03T00:00:00","2.10","CASTLEDERG (3904)"
"5105456","23","2015-12-03T00:00:00","4.00","CASTLEDERG (3904)"
"5105593","0","2015-12-04T00:00:00","6.40","CASTLEDERG (3904)"
"5105730","1","2015-12-04T00:00:00","6.30","CASTLEDERG (3904)"
"5105861","2","2015-12-04T00:00:00","6.50","CASTLEDERG (3904)"
"5105998","3","2015-12-04T00:00:00","7.10","CASTLEDERG (3904)"
"5106135","4","2015-12-04T00:00:00","5.50","CASTLEDERG (3904)"
"5106272","5","2015-12-04T00:00:00","6.00","CASTLEDERG (3904)"
"5106406","6","2015-12-04T00:00:00","6.00","CASTLEDERG (3904)"
"5106543","7","2015-12-04T00:00:00","5.80","CASTLEDERG (3904)"
"5106680","8","2015-12-04T00:00:00","7.00","CASTLEDERG (3904)"
"5106817","9","2015-12-04T00:00:00","7.50","CASTLEDERG (3904)"
"5106953","10","2015-12-04T00:00:00","8.40","CASTLEDERG (3904)"
"5107089","11","2015-12-04T00:00:00","9.50","CASTLEDERG (3904)"
"5107226","12","2015-12-04T00:00:00","10.90","CASTLEDERG (3904)"
"5107365","13","2015-12-04T00:00:00","11.40","CASTLEDERG (3904)"
"5107502","14","2015-12-04T00:00:00","11.40","CASTLEDERG (3904)"
"5107639","15","2015-12-04T00:00:00","11.70","CASTLEDERG (3904)"
"5107776","16","2015-12-04T00:00:00","10.50","CASTLEDERG (3904)"
"5107915","17","2015-12-04T00:00:00","10.40","CASTLEDERG (3904)"
"5108053","18","2015-12-04T00:00:00","10.50","CASTLEDERG (3904)"
"5108191","19","2015-12-04T00:00:00","10.40","CASTLEDERG (3904)"
"5108329","20","2015-12-04T00:00:00","10.50","CASTLEDERG (3904)"
"5108467","21","2015-12-04T00:00:00","10.80","CASTLEDERG (3904)"
"5108606","22","2015-12-04T00:00:00","10.90","CASTLEDERG (3904)"
"5108744","23","2015-12-04T00:00:00","11.00","CASTLEDERG (3904)"
"5108883","0","2015-12-05T00:00:00","11.00","CASTLEDERG (3904)"
"5109021","1","2015-12-05T00:00:00","11.10","CASTLEDERG (3904)"
"5109160","2","2015-12-05T00:00:00","11.00","CASTLEDERG (3904)"
"5109298","3","2015-12-05T00:00:00","11.20","CASTLEDERG (3904)"
"5109435","4","2015-12-05T00:00:00","11.10","CASTLEDERG (3904)"
"5109572","5","2015-12-05T00:00:00","11.20","CASTLEDERG (3904)"
"5109710","6","2015-12-05T00:00:00","9.70","CASTLEDERG (3904)"
"5109847","7","2015-12-05T00:00:00","9.40","CASTLEDERG (3904)"
"5109981","8","2015-12-05T00:00:00","11.50","CASTLEDERG (3904)"
"5110119","9","2015-12-05T00:00:00","11.70","CASTLEDERG (3904)"
"5110255","10","2015-12-05T00:00:00","11.60","CASTLEDERG (3904)"
"5110391","11","2015-12-05T00:00:00","11.70","CASTLEDERG (3904)"
"5110527","12","2015-12-05T00:00:00","11.80","CASTLEDERG (3904)"
"5110663","13","2015-12-05T00:00:00","11.90","CASTLEDERG (3904)"
"5110799","14","2015-12-05T00:00:00","12.00","CASTLEDERG (3904)"
"5110935","15","2015-12-05T00:00:00","11.90","CASTLEDERG (3904)"
"5111072","16","2015-12-05T00:00:00","12.10","CASTLEDERG (3904)"
"5111208","17","2015-12-05T00:00:00","12.30","CASTLEDERG (3904)"
"5111345","18","2015-12-05T00:00:00","12.40","CASTLEDERG (3904)"
"5111482","19","2015-12-05T00:00:00","12.30","CASTLEDERG (3904)"
"5111617","20","2015-12-05T00:00:00","12.40","CASTLEDERG (3904)"
"5111754","21","2015-12-05T00:00:00","12.30","CASTLEDERG (3904)"
"5111892","22","2015-12-05T00:00:00","9.60","CASTLEDERG (3904)"
"5112029","23","2015-12-05T00:00:00","7.60","CASTLEDERG (3904)"
"5112167","0","2015-12-06T00:00:00","7.30","CASTLEDERG (3904)"
"5112304","1","2015-12-06T00:00:00","7.00","CASTLEDERG (3904)"
"5112442","2","2015-12-06T00:00:00","6.90","CASTLEDERG (3904)"
"5112579","3","2015-12-06T00:00:00","6.40","CASTLEDERG (3904)"
"5112716","4","2015-12-06T00:00:00","5.80","CASTLEDERG (3904)"
"5112854","5","2015-12-06T00:00:00","5.10","CASTLEDERG (3904)"
"5112992","6","2015-12-06T00:00:00","5.40","CASTLEDERG (3904)"
"5113127","7","2015-12-06T00:00:00","4.90","CASTLEDERG (3904)"
"5113264","8","2015-12-06T00:00:00","5.20","CASTLEDERG (3904)"
"5113402","9","2015-12-06T00:00:00","4.80","CASTLEDERG (3904)"
"5113539","10","2015-12-06T00:00:00","5.40","CASTLEDERG (3904)"
"5113676","11","2015-12-06T00:00:00","6.80","CASTLEDERG (3904)"
"5113814","12","2015-12-06T00:00:00","7.70","CASTLEDERG (3904)"
"5113951","13","2015-12-06T00:00:00","7.70","CASTLEDERG (3904)"
"5114089","14","2015-12-06T00:00:00","7.90","CASTLEDERG (3904)"
"5114225","15","2015-12-06T00:00:00","7.00","CASTLEDERG (3904)"
"5114362","16","2015-12-06T00:00:00","5.00","CASTLEDERG (3904)"
"5114500","17","2015-12-06T00:00:00","4.60","CASTLEDERG (3904)"
"5114638","18","2015-12-06T00:00:00","3.00","CASTLEDERG (3904)"
"5114776","19","2015-12-06T00:00:00","2.00","CASTLEDERG (3904)"
"5114912","20","2015-12-06T00:00:00","3.40","CASTLEDERG (3904)"
"5115049","21","2015-12-06T00:00:00","4.00","CASTLEDERG (3904)"
"5115187","22","2015-12-06T00:00:00","4.00","CASTLEDERG (3904)"
"5115324","23","2015-12-06T00:00:00","4.50","CASTLEDERG (3904)"
"5115462","0","2015-12-07T00:00:00","4.70","CASTLEDERG (3904)"
"5115599","1","2015-12-07T00:00:00","5.20","CASTLEDERG (3904)"
"5115734","2","2015-12-07T00:00:00","4.90","CASTLEDERG (3904)"
"5115871","3","2015-12-07T00:00:00","5.60","CASTLEDERG (3904)"
"5116007","4","2015-12-07T00:00:00","6.10","CASTLEDERG (3904)"
"5116144","5","2015-12-07T00:00:00","7.40","CASTLEDERG (3904)"
"5116282","6","2015-12-07T00:00:00","8.60","CASTLEDERG (3904)"
"5116420","7","2015-12-07T00:00:00","10.10","CASTLEDERG (3904)"
"5116558","8","2015-12-07T00:00:00","12.10","CASTLEDERG (3904)"
"5116690","9","2015-12-07T00:00:00","12.90","CASTLEDERG (3904)"
"5116810","10","2015-12-07T00:00:00","13.10","CASTLEDERG (3904)"
"5116947","11","2015-12-07T00:00:00","13.20","CASTLEDERG (3904)"
"5117080","12","2015-12-07T00:00:00","13.40","CASTLEDERG (3904)"
"5117215","13","2015-12-07T00:00:00","13.40","CASTLEDERG (3904)"
"5117346","14","2015-12-07T00:00:00","13.30","CASTLEDERG (3904)"
"5117483","15","2015-12-07T00:00:00","13.20","CASTLEDERG (3904)"
"5117617","16","2015-12-07T00:00:00","12.70","CASTLEDERG (3904)"
"5117751","17","2015-12-07T00:00:00","12.30","CASTLEDERG (3904)"
"5117887","18","2015-12-07T00:00:00","12.90","CASTLEDERG (3904)"
"5118024","19","2015-12-07T00:00:00","13.20","CASTLEDERG (3904)"
"5118160","20","2015-12-07T00:00:00","13.40","CASTLEDERG (3904)"
"5118295","21","2015-12-07T00:00:00","13.00","CASTLEDERG (3904)"
"5118430","22","2015-12-07T00:00:00","12.90","CASTLEDERG (3904)"
"5118564","23","2015-12-07T00:00:00","12.90","CASTLEDERG (3904)"
"5118697","0","2015-12-08T00:00:00","12.20","CASTLEDERG (3904)"
"5118831","1","2015-12-08T00:00:00","12.00","CASTLEDERG (3904)"
"5118967","2","2015-12-08T00:00:00","11.60","CASTLEDERG (3904)"
"5119100","3","2015-12-08T00:00:00","10.80","CASTLEDERG (3904)"
"5119233","4","2015-12-08T00:00:00","10.00","CASTLEDERG (3904)"
"5119366","5","2015-12-08T00:00:00","9.10","CASTLEDERG (3904)"
"5119501","6","2015-12-08T00:00:00","9.20","CASTLEDERG (3904)"
"5119638","7","2015-12-08T00:00:00","8.40","CASTLEDERG (3904)"
"5119770","8","2015-12-08T00:00:00","8.00","CASTLEDERG (3904)"
"5119906","9","2015-12-08T00:00:00","7.50","CASTLEDERG (3904)"
"5120043","10","2015-12-08T00:00:00","7.60","CASTLEDERG (3904)"
"5120176","11","2015-12-08T00:00:00","8.10","CASTLEDERG (3904)"
"5120311","12","2015-12-08T00:00:00","7.50","CASTLEDERG (3904)"
"5120448","13","2015-12-08T00:00:00","5.90","CASTLEDERG (3904)"
"5120582","14","2015-12-08T00:00:00","6.00","CASTLEDERG (3904)"
"5120717","15","2015-12-08T00:00:00","6.30","CASTLEDERG (3904)"
"5120852","16","2015-12-08T00:00:00","4.60","CASTLEDERG (3904)"
"5120986","17","2015-12-08T00:00:00","4.90","CASTLEDERG (3904)"
"5121119","18","2015-12-08T00:00:00","3.30","CASTLEDERG (3904)"
"5121256","19","2015-12-08T00:00:00","3.50","CASTLEDERG (3904)"
"5121393","20","2015-12-08T00:00:00","3.30","CASTLEDERG (3904)"
"5121530","21","2015-12-08T00:00:00","3.10","CASTLEDERG (3904)"
"5121667","22","2015-12-08T00:00:00","3.60","CASTLEDERG (3904)"
"5121801","23","2015-12-08T00:00:00","4.00","CASTLEDERG (3904)"
"5121935","0","2015-12-09T00:00:00","4.10","CASTLEDERG (3904)"
"5122070","1","2015-12-09T00:00:00","3.90","CASTLEDERG (3904)"
"5122205","2","2015-12-09T00:00:00","5.00","CASTLEDERG (3904)"
"5122340","3","2015-12-09T00:00:00","5.30","CASTLEDERG (3904)"
"5122476","4","2015-12-09T00:00:00","6.80","CASTLEDERG (3904)"
"5122612","5","2015-12-09T00:00:00","7.50","CASTLEDERG (3904)"
"5122746","6","2015-12-09T00:00:00","8.20","CASTLEDERG (3904)"
"5122882","7","2015-12-09T00:00:00","9.40","CASTLEDERG (3904)"
"5123017","8","2015-12-09T00:00:00","10.40","CASTLEDERG (3904)"
"5123154","9","2015-12-09T00:00:00","10.70","CASTLEDERG (3904)"
"5123291","10","2015-12-09T00:00:00","10.70","CASTLEDERG (3904)"
"5123428","11","2015-12-09T00:00:00","10.80","CASTLEDERG (3904)"
"5123563","12","2015-12-09T00:00:00","10.20","CASTLEDERG (3904)"
"5123698","13","2015-12-09T00:00:00","10.90","CASTLEDERG (3904)"
"5123833","14","2015-12-09T00:00:00","10.90","CASTLEDERG (3904)"
"5123970","15","2015-12-09T00:00:00","10.70","CASTLEDERG (3904)"
"5124105","16","2015-12-09T00:00:00","10.50","CASTLEDERG (3904)"
"5124237","17","2015-12-09T00:00:00","10.60","CASTLEDERG (3904)"
"5124373","18","2015-12-09T00:00:00","8.60","CASTLEDERG (3904)"
"5124511","19","2015-12-09T00:00:00","9.00","CASTLEDERG (3904)"
"5124648","20","2015-12-09T00:00:00","8.00","CASTLEDERG (3904)"
"5124785","21","2015-12-09T00:00:00","7.90","CASTLEDERG (3904)"
"5124920","22","2015-12-09T00:00:00","7.60","CASTLEDERG (3904)"
"5125054","23","2015-12-09T00:00:00","7.30","CASTLEDERG (3904)"
"5125192","0","2015-12-10T00:00:00","6.90","CASTLEDERG (3904)"
"5125329","1","2015-12-10T00:00:00","6.30","CASTLEDERG (3904)"
"5125467","2","2015-12-10T00:00:00","6.10","CASTLEDERG (3904)"
"5125602","3","2015-12-10T00:00:00","5.10","CASTLEDERG (3904)"
"5125739","4","2015-12-10T00:00:00","5.30","CASTLEDERG (3904)"
"5125874","5","2015-12-10T00:00:00","4.50","CASTLEDERG (3904)"
"5126009","6","2015-12-10T00:00:00","3.80","CASTLEDERG (3904)"
"5126146","7","2015-12-10T00:00:00","3.60","CASTLEDERG (3904)"
"5126283","8","2015-12-10T00:00:00","3.00","CASTLEDERG (3904)"
"5126421","9","2015-12-10T00:00:00","3.20","CASTLEDERG (3904)"
"5126558","10","2015-12-10T00:00:00","3.60","CASTLEDERG (3904)"
"5126693","11","2015-12-10T00:00:00","4.70","CASTLEDERG (3904)"
"5126830","12","2015-12-10T00:00:00","5.90","CASTLEDERG (3904)"
"5126966","13","2015-12-10T00:00:00","6.40","CASTLEDERG (3904)"
"5127102","14","2015-12-10T00:00:00","6.00","CASTLEDERG (3904)"
"5127240","15","2015-12-10T00:00:00","5.40","CASTLEDERG (3904)"
"5127377","16","2015-12-10T00:00:00","2.80","CASTLEDERG (3904)"
"5127512","17","2015-12-10T00:00:00","2.00","CASTLEDERG (3904)"
"5127648","18","2015-12-10T00:00:00","1.30","CASTLEDERG (3904)"
"5127785","19","2015-12-10T00:00:00","1.90","CASTLEDERG (3904)"
"5127923","20","2015-12-10T00:00:00","1.40","CASTLEDERG (3904)"
"5128061","21","2015-12-10T00:00:00","2.20","CASTLEDERG (3904)"
"5128196","22","2015-12-10T00:00:00","2.10","CASTLEDERG (3904)"
"5128332","23","2015-12-10T00:00:00","2.60","CASTLEDERG (3904)"
"5128466","0","2015-12-11T00:00:00","2.30","CASTLEDERG (3904)"
"5128603","1","2015-12-11T00:00:00","2.60","CASTLEDERG (3904)"
"5128739","2","2015-12-11T00:00:00","2.20","CASTLEDERG (3904)"
"5128877","3","2015-12-11T00:00:00","2.40","CASTLEDERG (3904)"
"5129013","4","2015-12-11T00:00:00","2.20","CASTLEDERG (3904)"
"5129151","5","2015-12-11T00:00:00","2.50","CASTLEDERG (3904)"
"5129287","6","2015-12-11T00:00:00","3.10","CASTLEDERG (3904)"
"5129425","7","2015-12-11T00:00:00","3.50","CASTLEDERG (3904)"
"5129563","8","2015-12-11T00:00:00","3.10","CASTLEDERG (3904)"
"5129701","9","2015-12-11T00:00:00","3.90","CASTLEDERG (3904)"
"5129837","10","2015-12-11T00:00:00","3.40","CASTLEDERG (3904)"
"5129972","11","2015-12-11T00:00:00","5.20","CASTLEDERG (3904)"
"5130110","12","2015-12-11T00:00:00","6.30","CASTLEDERG (3904)"
"5130245","13","2015-12-11T00:00:00","6.30","CASTLEDERG (3904)"
"5130378","14","2015-12-11T00:00:00","6.70","CASTLEDERG (3904)"
"5130514","15","2015-12-11T00:00:00","5.70","CASTLEDERG (3904)"
"5130651","16","2015-12-11T00:00:00","5.40","CASTLEDERG (3904)"
"5130789","17","2015-12-11T00:00:00","4.20","CASTLEDERG (3904)"
"5130922","18","2015-12-11T00:00:00","4.70","CASTLEDERG (3904)"
"5131060","19","2015-12-11T00:00:00","5.00","CASTLEDERG (3904)"
"5131198","20","2015-12-11T00:00:00","4.10","CASTLEDERG (3904)"
"5131335","21","2015-12-11T00:00:00","4.00","CASTLEDERG (3904)"
"5131474","22","2015-12-11T00:00:00","4.30","CASTLEDERG (3904)"
"5131612","23","2015-12-11T00:00:00","4.30","CASTLEDERG (3904)"
"5131746","0","2015-12-12T00:00:00","2.80","CASTLEDERG (3904)"
"5131885","1","2015-12-12T00:00:00","2.60","CASTLEDERG (3904)"
"5132024","2","2015-12-12T00:00:00","2.10","CASTLEDERG (3904)"
"5132160","3","2015-12-12T00:00:00","1.90","CASTLEDERG (3904)"
"5132298","4","2015-12-12T00:00:00","2.40","CASTLEDERG (3904)"
"5132432","5","2015-12-12T00:00:00","2.70","CASTLEDERG (3904)"
"5132567","6","2015-12-12T00:00:00","2.90","CASTLEDERG (3904)"
"5132705","7","2015-12-12T00:00:00","1.30","CASTLEDERG (3904)"
"5132843","8","2015-12-12T00:00:00","0.50","CASTLEDERG (3904)"
"5132982","9","2015-12-12T00:00:00","0.50","CASTLEDERG (3904)"
"5133121","10","2015-12-12T00:00:00","1.10","CASTLEDERG (3904)"
"5133259","11","2015-12-12T00:00:00","1.60","CASTLEDERG (3904)"
"5133394","12","2015-12-12T00:00:00","2.20","CASTLEDERG (3904)"
"5133531","13","2015-12-12T00:00:00","2.70","CASTLEDERG (3904)"
"5133668","14","2015-12-12T00:00:00","3.40","CASTLEDERG (3904)"
"5133805","15","2015-12-12T00:00:00","3.60","CASTLEDERG (3904)"
"5133942","16","2015-12-12T00:00:00","3.60","CASTLEDERG (3904)"
"5134078","17","2015-12-12T00:00:00","3.00","CASTLEDERG (3904)"
"5134216","18","2015-12-12T00:00:00","1.10","CASTLEDERG (3904)"
"5134354","19","2015-12-12T00:00:00","0.80","CASTLEDERG (3904)"
"5134491","20","2015-12-12T00:00:00","1.30","CASTLEDERG (3904)"
"5134629","21","2015-12-12T00:00:00","0.10","CASTLEDERG (3904)"
"5134766","22","2015-12-12T00:00:00","0.10","CASTLEDERG (3904)"
"5134903","23","2015-12-12T00:00:00","0.80","CASTLEDERG (3904)"
"5135040","0","2015-12-13T00:00:00","-0.40","CASTLEDERG (3904)"
"5135178","1","2015-12-13T00:00:00","-1.60","CASTLEDERG (3904)"
"5135315","2","2015-12-13T00:00:00","-1.40","CASTLEDERG (3904)"
"5135452","3","2015-12-13T00:00:00","-0.80","CASTLEDERG (3904)"
"5135589","4","2015-12-13T00:00:00","-0.90","CASTLEDERG (3904)"
"5135725","5","2015-12-13T00:00:00","-1.40","CASTLEDERG (3904)"
"5135859","6","2015-12-13T00:00:00","-1.80","CASTLEDERG (3904)"
"5135997","7","2015-12-13T00:00:00","-1.90","CASTLEDERG (3904)"
"5136133","8","2015-12-13T00:00:00","-2.10","CASTLEDERG (3904)"
"5136269","9","2015-12-13T00:00:00","-2.00","CASTLEDERG (3904)"
"5136405","10","2015-12-13T00:00:00","-1.80","CASTLEDERG (3904)"
"5136543","11","2015-12-13T00:00:00","-1.00","CASTLEDERG (3904)"
"5136681","12","2015-12-13T00:00:00","-0.50","CASTLEDERG (3904)"
"5136819","13","2015-12-13T00:00:00","0.00","CASTLEDERG (3904)"
"5136956","14","2015-12-13T00:00:00","0.80","CASTLEDERG (3904)"
"5137090","15","2015-12-13T00:00:00","1.60","CASTLEDERG (3904)"
"5137223","16","2015-12-13T00:00:00","3.70","CASTLEDERG (3904)"
"5137359","17","2015-12-13T00:00:00","4.40","CASTLEDERG (3904)"
"5137496","18","2015-12-13T00:00:00","4.80","CASTLEDERG (3904)"
"5137634","19","2015-12-13T00:00:00","4.80","CASTLEDERG (3904)"
"5137769","20","2015-12-13T00:00:00","5.40","CASTLEDERG (3904)"
"5137907","21","2015-12-13T00:00:00","6.00","CASTLEDERG (3904)"
"5138043","22","2015-12-13T00:00:00","7.20","CASTLEDERG (3904)"
"5138178","23","2015-12-13T00:00:00","8.40","CASTLEDERG (3904)"
"5138312","0","2015-12-14T00:00:00","8.80","CASTLEDERG (3904)"
"5138447","1","2015-12-14T00:00:00","8.60","CASTLEDERG (3904)"
"5138584","2","2015-12-14T00:00:00","8.80","CASTLEDERG (3904)"
"5138720","3","2015-12-14T00:00:00","8.00","CASTLEDERG (3904)"
"5138856","4","2015-12-14T00:00:00","8.20","CASTLEDERG (3904)"
"5138992","5","2015-12-14T00:00:00","7.30","CASTLEDERG (3904)"
"5139126","6","2015-12-14T00:00:00","6.90","CASTLEDERG (3904)"
"5139262","7","2015-12-14T00:00:00","7.30","CASTLEDERG (3904)"
"5139396","8","2015-12-14T00:00:00","6.20","CASTLEDERG (3904)"
"5139533","9","2015-12-14T00:00:00","6.10","CASTLEDERG (3904)"
"5139667","10","2015-12-14T00:00:00","5.80","CASTLEDERG (3904)"
"5139803","11","2015-12-14T00:00:00","6.50","CASTLEDERG (3904)"
"5139939","12","2015-12-14T00:00:00","8.50","CASTLEDERG (3904)"
"5140076","13","2015-12-14T00:00:00","9.00","CASTLEDERG (3904)"
"5140212","14","2015-12-14T00:00:00","9.90","CASTLEDERG (3904)"
"5140349","15","2015-12-14T00:00:00","10.00","CASTLEDERG (3904)"
"5140484","16","2015-12-14T00:00:00","9.30","CASTLEDERG (3904)"
"5140618","17","2015-12-14T00:00:00","9.30","CASTLEDERG (3904)"
"5140751","18","2015-12-14T00:00:00","8.70","CASTLEDERG (3904)"
"5140888","19","2015-12-14T00:00:00","8.80","CASTLEDERG (3904)"
"5141025","20","2015-12-14T00:00:00","8.60","CASTLEDERG (3904)"
"5141161","21","2015-12-14T00:00:00","8.50","CASTLEDERG (3904)"
"5141295","22","2015-12-14T00:00:00","8.70","CASTLEDERG (3904)"
"5141432","23","2015-12-14T00:00:00","8.80","CASTLEDERG (3904)"
"5141566","0","2015-12-15T00:00:00","8.60","CASTLEDERG (3904)"
"5141703","1","2015-12-15T00:00:00","8.40","CASTLEDERG (3904)"
"5141839","2","2015-12-15T00:00:00","7.80","CASTLEDERG (3904)"
"5141975","3","2015-12-15T00:00:00","8.70","CASTLEDERG (3904)"
"5142109","4","2015-12-15T00:00:00","9.10","CASTLEDERG (3904)"
"5142243","5","2015-12-15T00:00:00","9.50","CASTLEDERG (3904)"
"5142374","6","2015-12-15T00:00:00","9.50","CASTLEDERG (3904)"
"5142510","7","2015-12-15T00:00:00","9.80","CASTLEDERG (3904)"
"5142646","8","2015-12-15T00:00:00","9.80","CASTLEDERG (3904)"
"5142780","9","2015-12-15T00:00:00","10.00","CASTLEDERG (3904)"
"5142915","10","2015-12-15T00:00:00","10.10","CASTLEDERG (3904)"
"5143048","11","2015-12-15T00:00:00","10.30","CASTLEDERG (3904)"
"5143182","12","2015-12-15T00:00:00","10.30","CASTLEDERG (3904)"
"5143318","13","2015-12-15T00:00:00","10.20","CASTLEDERG (3904)"
"5143452","14","2015-12-15T00:00:00","9.70","CASTLEDERG (3904)"
"5143588","15","2015-12-15T00:00:00","9.80","CASTLEDERG (3904)"
"5143722","16","2015-12-15T00:00:00","9.90","CASTLEDERG (3904)"
"5143855","17","2015-12-15T00:00:00","10.00","CASTLEDERG (3904)"
"5143988","18","2015-12-15T00:00:00","10.00","CASTLEDERG (3904)"
"5144122","19","2015-12-15T00:00:00","10.00","CASTLEDERG (3904)"
"5144254","20","2015-12-15T00:00:00","10.40","CASTLEDERG (3904)"
"5144390","21","2015-12-15T00:00:00","10.80","CASTLEDERG (3904)"
"5144526","22","2015-12-15T00:00:00","10.90","CASTLEDERG (3904)"
"5144662","23","2015-12-15T00:00:00","11.60","CASTLEDERG (3904)"
"5144799","0","2015-12-16T00:00:00","12.10","CASTLEDERG (3904)"
"5144934","1","2015-12-16T00:00:00","11.80","CASTLEDERG (3904)"
"5145070","2","2015-12-16T00:00:00","11.50","CASTLEDERG (3904)"
"5145208","3","2015-12-16T00:00:00","11.50","CASTLEDERG (3904)"
"5145344","4","2015-12-16T00:00:00","11.10","CASTLEDERG (3904)"
"5145478","5","2015-12-16T00:00:00","11.70","CASTLEDERG (3904)"
"5145613","6","2015-12-16T00:00:00","11.60","CASTLEDERG (3904)"
"5145748","7","2015-12-16T00:00:00","12.20","CASTLEDERG (3904)"
"5145884","8","2015-12-16T00:00:00","11.60","CASTLEDERG (3904)"
